"datetime","WF_smarthallowTRIB","WF_mayerTRIB","WF_hwy82TRIB_UP","WF_temproverHALL","SB_confluence","WF_bloomTRIB","WF_temproverSalemRidge","WF_temprover2","WF_hwy82TRIB_DOWN"
2023-04-29 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-29 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-30 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-01 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-02 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-03 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-04 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-05-05 14:00:00,NA,NA,NA,NA,NA,"12.9791532332993",NA,NA,NA
2023-05-05 15:00:00,NA,NA,NA,NA,NA,"13.3347713674033",NA,NA,NA
2023-05-05 16:00:00,NA,NA,NA,NA,NA,"13.5748854983819",NA,NA,NA
2023-05-05 17:00:00,NA,NA,NA,NA,NA,"13.6093929184028",NA,NA,NA
2023-05-05 18:00:00,NA,NA,NA,NA,NA,"13.4263118844032",NA,NA,NA
2023-05-05 19:00:00,NA,NA,NA,NA,NA,"13.185718483702",NA,NA,NA
2023-05-05 20:00:00,NA,NA,NA,NA,NA,"12.91061766298",NA,NA,NA
2023-05-05 21:00:00,NA,NA,NA,NA,NA,"12.6920706695145",NA,NA,NA
2023-05-05 22:00:00,NA,NA,NA,NA,NA,"12.5075518263473",NA,NA,NA
2023-05-05 23:00:00,NA,NA,NA,NA,NA,"12.3230329831801",NA,NA,NA
2023-05-06 00:00:00,NA,NA,NA,NA,NA,"12.1265323969501",NA,NA,NA
2023-05-06 01:00:00,NA,NA,NA,NA,NA,"11.9530367574007",NA,NA,NA
2023-05-06 02:00:00,NA,NA,NA,NA,NA,"11.7905643214691",NA,NA,NA
2023-05-06 03:00:00,NA,NA,NA,NA,NA,"11.651096832218",NA,NA,NA
2023-05-06 04:00:00,NA,NA,NA,NA,NA,"11.4761633835011",NA,NA,NA
2023-05-06 05:00:00,NA,NA,NA,NA,NA,"11.3712033142709",NA,NA,NA
2023-05-06 06:00:00,NA,NA,NA,NA,NA,"11.277745718381",NA,NA,NA
2023-05-06 07:00:00,NA,NA,NA,NA,NA,"11.2312565552973",NA,NA,NA
2023-05-06 08:00:00,NA,NA,NA,NA,NA,"11.2427590286376",NA,NA,NA
2023-05-06 09:00:00,NA,NA,NA,NA,NA,"11.277745718381",NA,NA,NA
2023-05-06 10:00:00,NA,NA,NA,NA,NA,"11.4531584368205",NA,NA,NA
2023-05-06 11:00:00,NA,NA,NA,NA,NA,"11.5231318163073",NA,NA,NA
2023-05-06 12:00:00,NA,NA,NA,NA,NA,"11.7440751583854",NA,NA,NA
2023-05-06 13:00:00,NA,NA,NA,NA,NA,"11.7440751583854",NA,NA,NA
2023-05-06 14:00:00,NA,NA,NA,NA,NA,"12.0575175569083",NA,NA,NA
2023-05-06 15:00:00,NA,NA,NA,NA,NA,"12.1960265067144",NA,NA,NA
2023-05-06 16:00:00,NA,NA,NA,NA,NA,"12.219031453395",NA,NA,NA
2023-05-06 17:00:00,NA,NA,NA,NA,NA,"12.2310131964578",NA,NA,NA
2023-05-06 18:00:00,NA,NA,NA,NA,NA,"12.1730215600338",NA,NA,NA
2023-05-06 19:00:00,NA,NA,NA,NA,NA,"12.1265323969501",NA,NA,NA
2023-05-06 20:00:00,NA,NA,NA,NA,NA,"12.022530867165",NA,NA,NA
2023-05-06 21:00:00,NA,NA,NA,NA,NA,"11.8950451209767",NA,NA,NA
2023-05-06 22:00:00,NA,NA,NA,NA,NA,"11.8135692681496",NA,NA,NA
2023-05-06 23:00:00,NA,NA,NA,NA,NA,"11.709088468642",NA,NA,NA
2023-05-07 00:00:00,NA,NA,NA,NA,NA,"11.593105195794",NA,NA,NA
2023-05-07 01:00:00,NA,NA,NA,NA,NA,"11.4881451265639",NA,NA,NA
2023-05-07 02:00:00,NA,NA,NA,NA,NA,"11.3247141511872",NA,NA,NA
2023-05-07 03:00:00,NA,NA,NA,NA,NA,"11.160803906088",NA,NA,NA
2023-05-07 04:00:00,NA,NA,NA,NA,NA,"11.0318803507323",NA,NA,NA
2023-05-07 05:00:00,NA,NA,NA,NA,NA,"10.8674908359106",NA,NA,NA
2023-05-07 06:00:00,NA,NA,NA,NA,NA,"10.7376087411098",NA,NA,NA
2023-05-07 07:00:00,NA,NA,NA,NA,NA,"10.7376087411098",NA,NA,NA
2023-05-07 08:00:00,NA,NA,NA,NA,NA,"10.7850564436385",NA,NA,NA
2023-05-07 09:00:00,NA,NA,NA,NA,NA,"11.0668670404756",NA,NA,NA
2023-05-07 10:00:00,NA,NA,NA,NA,NA,"11.4996475999042",NA,NA,NA
2023-05-07 11:00:00,NA,NA,NA,NA,NA,"12.219031453395",NA,NA,NA
2023-05-07 12:00:00,NA,NA,NA,NA,NA,"12.554040989431",NA,NA,NA
2023-05-07 13:00:00,NA,NA,NA,NA,NA,"13.2772590007019",NA,NA,NA
2023-05-07 14:00:00,NA,NA,NA,NA,NA,"13.3002639473825",NA,NA,NA
2023-05-07 15:00:00,NA,NA,NA,NA,NA,"13.3117664207227",NA,NA,NA
2023-05-07 16:00:00,NA,NA,NA,NA,NA,"13.2657565273616",NA,NA,NA
2023-05-07 17:00:00,NA,NA,NA,NA,NA,"13.0826754933619",NA,NA,NA
2023-05-07 18:00:00,NA,NA,NA,NA,NA,"13.048168073341",NA,NA,NA
2023-05-07 19:00:00,NA,NA,NA,NA,NA,"12.8646077696189",NA,NA,NA
2023-05-07 20:00:00,NA,NA,NA,NA,NA,"12.6115533561324",NA,NA,NA
2023-05-07 21:00:00,NA,NA,NA,NA,NA,"12.3230329831801",NA,NA,NA
2023-05-07 22:00:00,NA,NA,NA,NA,NA,"12.0690200302486",NA,NA,NA
2023-05-07 23:00:00,NA,NA,NA,NA,NA,"11.8135692681496",NA,NA,NA
2023-05-08 00:00:00,NA,NA,NA,NA,NA,"11.6046076691343",NA,NA,NA
2023-05-08 01:00:00,NA,NA,NA,NA,NA,"11.4881451265639",NA,NA,NA
2023-05-08 02:00:00,NA,NA,NA,NA,NA,"11.3831850573337",NA,NA,NA
2023-05-08 03:00:00,NA,NA,NA,NA,NA,"11.3127324081244",NA,NA,NA
2023-05-08 04:00:00,NA,NA,NA,NA,NA,"11.2427590286376",NA,NA,NA
2023-05-08 05:00:00,NA,NA,NA,NA,NA,"11.1723063794283",NA,NA,NA
2023-05-08 06:00:00,NA,NA,NA,NA,NA,"11.1023329999416",NA,NA,NA
2023-05-08 07:00:00,NA,NA,NA,NA,NA,"11.0788487835385",NA,NA,NA
2023-05-08 08:00:00,NA,NA,NA,NA,NA,"11.0553645671354",NA,NA,NA
2023-05-08 09:00:00,NA,NA,NA,NA,NA,"11.0903512568787",NA,NA,NA
2023-05-08 10:00:00,NA,NA,NA,NA,NA,"11.2662432450407",NA,NA,NA
2023-05-08 11:00:00,NA,NA,NA,NA,NA,"11.4646609101608",NA,NA,NA
2023-05-08 12:00:00,NA,NA,NA,NA,NA,"11.7675593747885",NA,NA,NA
2023-05-08 13:00:00,NA,NA,NA,NA,NA,"11.9300318107201",NA,NA,NA
2023-05-08 14:00:00,NA,NA,NA,NA,NA,"12.0920249769292",NA,NA,NA
2023-05-08 15:00:00,NA,NA,NA,NA,NA,"12.3230329831801",NA,NA,NA
2023-05-08 16:00:00,NA,NA,NA,NA,NA,"12.2655206164786",NA,NA,NA
2023-05-08 17:00:00,NA,NA,NA,NA,NA,"12.3230329831801",NA,NA,NA
2023-05-08 18:00:00,NA,NA,NA,NA,NA,"12.2075289800547",NA,NA,NA
2023-05-08 19:00:00,NA,NA,NA,NA,NA,"12.1500166133532",NA,NA,NA
2023-05-08 20:00:00,NA,NA,NA,NA,NA,"11.9880234471441",NA,NA,NA
2023-05-08 21:00:00,NA,NA,NA,NA,NA,"11.8135692681496",NA,NA,NA
2023-05-08 22:00:00,NA,NA,NA,NA,NA,"11.593105195794",NA,NA,NA
2023-05-08 23:00:00,NA,NA,NA,NA,NA,"11.4181717470771",NA,NA,NA
2023-05-09 00:00:00,NA,NA,NA,NA,NA,"11.3247141511872",NA,NA,NA
2023-05-09 01:00:00,NA,NA,NA,NA,NA,"11.2427590286376",NA,NA,NA
2023-05-09 02:00:00,NA,NA,NA,NA,NA,"11.1957905958314",NA,NA,NA
2023-05-09 03:00:00,NA,NA,NA,NA,NA,"11.0668670404756",NA,NA,NA
2023-05-09 04:00:00,NA,NA,NA,NA,NA,"10.9144592687168",NA,NA,NA
2023-05-09 05:00:00,NA,NA,NA,NA,NA,"10.8320248764447",NA,NA,NA
2023-05-09 06:00:00,NA,NA,NA,NA,NA,"10.7610929575129",NA,NA,NA
2023-05-09 07:00:00,NA,NA,NA,NA,NA,"10.7495904841726",NA,NA,NA
2023-05-09 08:00:00,NA,NA,NA,NA,NA,"10.8674908359106",NA,NA,NA
2023-05-09 09:00:00,NA,NA,NA,NA,NA,"11.4061900040143",NA,NA,NA
2023-05-09 10:00:00,NA,NA,NA,NA,NA,"11.9180500676573",NA,NA,NA
2023-05-09 11:00:00,NA,NA,NA,NA,NA,"12.5655434627713",NA,NA,NA
2023-05-09 12:00:00,NA,NA,NA,NA,NA,"13.1627135370215",NA,NA,NA
2023-05-09 13:00:00,NA,NA,NA,NA,NA,"13.6434210687012",NA,NA,NA
2023-05-09 14:00:00,NA,NA,NA,NA,NA,"14.009103866978",NA,NA,NA
2023-05-09 15:00:00,NA,NA,NA,NA,NA,"14.1001651142553",NA,NA,NA
2023-05-09 16:00:00,NA,NA,NA,NA,NA,"14.1917056312551",NA,NA,NA
2023-05-09 17:00:00,NA,NA,NA,NA,NA,"14.0661369639569",NA,NA,NA
2023-05-09 18:00:00,NA,NA,NA,NA,NA,"13.8605302529992",NA,NA,NA
2023-05-09 19:00:00,NA,NA,NA,NA,NA,"13.6093929184028",NA,NA,NA
2023-05-09 20:00:00,NA,NA,NA,NA,NA,"13.2657565273616",NA,NA,NA
2023-05-09 21:00:00,NA,NA,NA,NA,NA,"12.9446458132784",NA,NA,NA
2023-05-09 22:00:00,NA,NA,NA,NA,NA,"12.6000508827921",NA,NA,NA
2023-05-09 23:00:00,NA,NA,NA,NA,NA,"12.2885255631592",NA,NA,NA
2023-05-10 00:00:00,NA,NA,NA,NA,NA,"11.9995259204844",NA,NA,NA
2023-05-10 01:00:00,NA,NA,NA,NA,NA,"11.7210702117048",NA,NA,NA
2023-05-10 02:00:00,NA,NA,NA,NA,NA,"11.4646609101608",NA,NA,NA
2023-05-10 03:00:00,NA,NA,NA,NA,NA,"11.2427590286376",NA,NA,NA
2023-05-10 04:00:00,NA,NA,NA,NA,NA,"11.0433828240726",NA,NA,NA
2023-05-10 05:00:00,NA,NA,NA,NA,NA,"10.8674908359106",NA,NA,NA
2023-05-10 06:00:00,NA,NA,NA,NA,NA,"10.7141245247067",NA,NA,NA
2023-05-10 07:00:00,NA,NA,NA,NA,NA,"10.666676822178",NA,NA,NA
2023-05-10 08:00:00,NA,NA,NA,NA,NA,"10.8909750523137",NA,NA,NA
2023-05-10 09:00:00,NA,NA,NA,NA,NA,"11.3831850573337",NA,NA,NA
2023-05-10 10:00:00,NA,NA,NA,NA,NA,"11.9300318107201",NA,NA,NA
2023-05-10 11:00:00,NA,NA,NA,NA,NA,"12.5885484094519",NA,NA,NA
2023-05-10 12:00:00,NA,NA,NA,NA,NA,"13.2542540540213",NA,NA,NA
2023-05-10 13:00:00,NA,NA,NA,NA,NA,"13.9175633499782",NA,NA,NA
2023-05-10 14:00:00,NA,NA,NA,NA,NA,"14.3172742985533",NA,NA,NA
2023-05-10 15:00:00,NA,NA,NA,NA,NA,"14.6249654604061",NA,NA,NA
2023-05-10 16:00:00,NA,NA,NA,NA,NA,"14.7500548579818",NA,NA,NA
2023-05-10 17:00:00,NA,NA,NA,NA,NA,"14.6930217610029",NA,NA,NA
2023-05-10 18:00:00,NA,NA,NA,NA,NA,"14.4538661694693",NA,NA,NA
2023-05-10 19:00:00,NA,NA,NA,NA,NA,"14.1116675875956",NA,NA,NA
2023-05-10 20:00:00,NA,NA,NA,NA,NA,"13.7464640590413",NA,NA,NA
2023-05-10 21:00:00,NA,NA,NA,NA,NA,"13.380301991042",NA,NA,NA
2023-05-10 22:00:00,NA,NA,NA,NA,NA,"13.0251631266605",NA,NA,NA
2023-05-10 23:00:00,NA,NA,NA,NA,NA,"12.6920706695145",NA,NA,NA
2023-05-11 00:00:00,NA,NA,NA,NA,NA,"12.3695221462638",NA,NA,NA
2023-05-11 01:00:00,NA,NA,NA,NA,NA,"12.0690200302486",NA,NA,NA
2023-05-11 02:00:00,NA,NA,NA,NA,NA,"11.8135692681496",NA,NA,NA
2023-05-11 03:00:00,NA,NA,NA,NA,NA,"11.5581185060506",NA,NA,NA
2023-05-11 04:00:00,NA,NA,NA,NA,NA,"11.3247141511872",NA,NA,NA
2023-05-11 05:00:00,NA,NA,NA,NA,NA,"11.1373196896849",NA,NA,NA
2023-05-11 06:00:00,NA,NA,NA,NA,NA,"10.9964143912664",NA,NA,NA
2023-05-11 07:00:00,NA,NA,NA,NA,NA,"10.961427701523",NA,NA,NA
2023-05-11 08:00:00,NA,NA,NA,NA,NA,"11.1138354732818",NA,NA,NA
2023-05-11 09:00:00,NA,NA,NA,NA,NA,"11.4646609101608",NA,NA,NA
2023-05-11 10:00:00,NA,NA,NA,NA,NA,"12.1150299236098",NA,NA,NA
2023-05-11 11:00:00,NA,NA,NA,NA,NA,"12.634558302813",NA,NA,NA
2023-05-11 12:00:00,NA,NA,NA,NA,NA,"13.185718483702",NA,NA,NA
2023-05-11 13:00:00,NA,NA,NA,NA,NA,"13.4718425080418",NA,NA,NA
2023-05-11 14:00:00,NA,NA,NA,NA,NA,"13.9290658233184",NA,NA,NA
2023-05-11 15:00:00,NA,NA,NA,NA,NA,"14.2487387282341",NA,NA,NA
2023-05-11 16:00:00,NA,NA,NA,NA,NA,"14.3513024488517",NA,NA,NA
2023-05-11 17:00:00,NA,NA,NA,NA,NA,"14.362804922192",NA,NA,NA
2023-05-11 18:00:00,NA,NA,NA,NA,NA,"14.2032081045954",NA,NA,NA
2023-05-11 19:00:00,NA,NA,NA,NA,NA,"13.9860989202974",NA,NA,NA
2023-05-11 20:00:00,NA,NA,NA,NA,NA,"13.6664260153818",NA,NA,NA
2023-05-11 21:00:00,NA,NA,NA,NA,NA,"13.3687995177017",NA,NA,NA
