,thermal conductivity,thermal diffusivity,hypo thickness,hypo %,sediment porosity,wind function a,wind function b,accretion temp,tree canopy,grass canopy,tree overhang,grass overhang
0,1.5897391304698254,0.0066933417838741585,0.2779689347957384,0.012962195663888364,0.60760365730299,2.700286070516201e-09,2.7926471445341127e-09,10.830393925335025,0.5597549883414271,0.10875109918518583,1.5302674544518042,0.8263322263545769
1,1.5934860494594891,0.006308087569681474,0.386867116879064,0.012136708839230691,0.6464727642660766,3.4472896646714683e-09,3.28240058092338e-09,9.383359913518769,0.7583927590715954,0.1443806109167842,1.231513309814681,0.39873625923623546
2,1.4473446991675267,0.006292919042445474,0.3059206665503929,0.034471617739634315,0.6505357973147443,1.089236149977876e-09,2.2513923649709706e-09,12.565471342008333,0.5940535215706482,0.18403227836259964,0.33577888745330847,0.05241394998485635
3,1.4069891715636387,0.006760524992023178,0.3830324467103622,0.02067966560089196,0.873685412267251,2.820606817628273e-09,1.1025714445934237e-09,10.007235986303671,0.7514493018640955,0.18300269294147703,0.30145127839926367,0.19666996065983172
4,1.570616226112053,0.006592218204841327,0.3931334084308111,0.035451499103358784,0.6253971184989033,2.2707263039085075e-09,1.6092904304440686e-09,12.030047331030751,0.6960494631882116,0.1571973482590444,0.6387845367288264,0.20527144392070115
5,1.5486887074590538,0.006758708743711003,0.3647160192258381,0.023687197163977457,0.7397127500888324,3.981109618796695e-09,1.0207119843990034e-09,10.775624229618332,0.7284114691196917,0.18800796274528025,0.07679851848954605,0.5492807962317787
6,1.4095719539537048,0.006739324836984174,0.38429416692933227,0.03690710258833129,0.9383571101086668,2.0740550596806066e-09,1.9452741896315635e-09,11.115330080669999,0.5764751465379151,0.19049650541468297,1.7881179319806877,0.6248116275066411
7,1.4011376698757954,0.006544574999008028,0.3922898290292762,0.011151257004302506,0.6418180199283308,1.8418162709395335e-09,1.3949843464619407e-09,11.773681679507494,0.5329859383667475,0.144978063363015,0.7299265603016085,0.4387382324827547
8,1.4493879774896632,0.006407689636161538,0.2807527882273054,0.03704149315356944,0.6424695520537521,3.082136012774928e-09,2.8413069063685858e-09,12.19483555103022,0.5215497931574913,0.1559133251877775,0.9032473106827876,0.786969270166526
9,1.578853071043259,0.006666321567670717,0.2848455687648593,0.02305398047657774,0.7134199896345882,1.6923968862247688e-09,1.3921724934088881e-09,11.598759520558428,0.7200149621065769,0.13468430895786543,0.6311822277426655,0.6417905574188145
10,1.5762568245613913,0.006262831652101661,0.3479489599249895,0.016659544300453126,0.9366117929062576,1.0932499025214807e-09,3.6389670350675964e-09,10.769884417272081,0.616681661432203,0.11232586242594542,0.5140961871371361,0.8853228794324431
11,1.4826351731018377,0.006626986409784848,0.38544271446519085,0.030073604560182696,0.900474906513415,1.3028018800953092e-09,2.560258284673826e-09,9.3205304409268,0.5914074119365199,0.14187266340439628,0.5310426771075238,0.5777770182508544
12,1.4155341011852567,0.006208407720074879,0.3568959555527602,0.03968316572601711,0.7883201123769313,1.5625818455353513e-09,3.096936480014619e-09,10.141378662173594,0.7391378374334843,0.14711058970664648,0.98907157890618,0.14121841376649233
