,thermal conductivity,thermal diffusivity,hypo thickness,hypo %,sediment porosity,wind function a,wind function b,accretion temp,tree canopy,grass canopy,tree overhang,grass overhang
0,1.5994042429953848,0.006642814044248533,0.39211346782269624,0.025888363262839893,0.7080625699694507,3.968938716995309e-09,1.3790795939311196e-09,11.674547847593615,0.7580948238516905,0.12573781876200463,0.3733136109280664,1.0514140507835914
1,1.5154338715042752,0.00676800708601521,0.3608848091498582,0.0370359935149549,0.7698551197571925,2.6829789788506294e-09,1.6371979718428597e-09,12.950377702710284,0.5785143031546103,0.2752308773534451,1.1411330768047692,0.19368245321718336
2,1.4521164735368806,0.0064548168744267675,0.38060321181229834,0.025711617019985478,0.9214984426773997,1.692983728974689e-09,1.6989560948366411e-09,11.356339221404262,0.6555783164191658,0.12253776883023716,1.772481280930043,0.3483916874035596
3,1.4629603403530749,0.006531230690412112,0.34434676376901735,0.02939361894815016,0.8091275925682933,3.6326562983739066e-09,3.142782193857359e-09,9.818994844259977,0.5572180742267386,0.20319872935142486,0.6115500805863859,1.0860587309145104
4,1.5402154505724328,0.006284788792576188,0.31671465562685724,0.024212294605776327,0.7016655236156754,1.390464492012317e-09,1.6237086450004728e-09,10.442421355020466,0.7854437233334757,0.2995613875897535,0.43324869102336316,0.44637757844035647
5,1.5440246183558741,0.006696094759952093,0.3741295603497105,0.03340544011285934,0.9176889950849755,2.4435419054949263e-09,3.1271564225366415e-09,10.729695747878992,0.5204406484082507,0.16101364566207022,0.39598760043519077,0.5941892031107461
6,1.5732258702441777,0.006490309017146305,0.3132221493969467,0.032483102764751956,0.8768975944137994,1.1758481503881866e-09,2.2187519444373024e-09,10.19076417693136,0.759309549463864,0.18834484625609638,1.703944371466931,0.3369857213425282
7,1.454410050110881,0.006760342082998551,0.26086663419309375,0.03737498917668606,0.6285385594607081,1.8889617567249666e-09,3.2099418478169586e-09,10.849159583833028,0.7929699908935008,0.34014730529048487,0.9560357230101146,1.4939480247665702
8,1.5933940071754156,0.006701809559805263,0.3392676179699986,0.01781588906806191,0.9304670872541468,1.404078006130392e-09,1.9726434049691144e-09,11.300016427662419,0.552187154137051,0.29126391868049745,0.6583829299904228,1.6146075959769781
9,1.4777655355787034,0.006793694220057064,0.3964478486434234,0.035992826447870205,0.8678537118685725,3.6940203095992016e-09,2.2930149928622453e-09,10.958278014488528,0.5562009159757041,0.3810645873516916,0.7864399355343312,1.6447301851221552
